,Featurename,mz,RT,Average.coef.across models,%.models.present,platfrom,compound_id,compound_name,kegg_id,formula,monoisotopic_mass,adduct,adduct_type,adduct_m.z,delta.ppm.
9031,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0215080,[(2R)-3-(docosanoyloxy)-2-(tricosanoyloxy)propoxy][(2S)-3-({[(2R)-2-(heptadecanoyloxy)-3-(tridecanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
9032,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0219289,"[(2R)-3-({[(2R)-2,3-bis[(20-methylhenicosanoyl)oxy]propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-3-[(10-methyldodecanoyl)oxy]-2-(octadecanoyloxy)propoxy]phosphinic acid",n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
9033,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0227758,[(2R)-3-({[(2R)-3-(henicosanoyloxy)-2-[(22-methyltetracosanoyl)oxy]propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-2-[(13-methyltetradecanoyl)oxy]-3-[(12-methyltridecanoyl)oxy]propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
9034,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0228822,[(2R)-2-hydroxy-3-({hydroxy[(2R)-3-[(18-methylnonadecanoyl)oxy]-2-(tricosanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-3-[(12-methyltridecanoyl)oxy]-2-(octadecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
9035,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0231222,[(2S)-3-({[(2R)-2-(heptadecanoyloxy)-3-(pentadecanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-3-(icosanoyloxy)-2-(tricosanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
9036,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0227385,[(2R)-3-({[(2R)-3-(docosanoyloxy)-2-[(22-methyltricosanoyl)oxy]propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-3-[(12-methyltridecanoyl)oxy]-2-(pentadecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
9037,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0227757,[(2R)-3-({[(2R)-3-(henicosanoyloxy)-2-(pentacosanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-2-[(13-methyltetradecanoyl)oxy]-3-[(12-methyltridecanoyl)oxy]propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
9038,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0222092,[(2R)-2-(heptadecanoyloxy)-3-[(11-methyldodecanoyl)oxy]propoxy][(2R)-2-hydroxy-3-({hydroxy[(2R)-3-(icosanoyloxy)-2-(pentacosanoyloxy)propoxy]phosphoryl}oxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
9039,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0219366,[(2R)-3-({[(2R)-3-(henicosanoyloxy)-2-(tricosanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-3-[(10-methyldodecanoyl)oxy]-2-[(16-methylheptadecanoyl)oxy]propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
9040,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0231211,[(2S)-3-({[(2R)-2-(heptadecanoyloxy)-3-(pentadecanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-3-[(17-methyloctadecanoyl)oxy]-2-(tetracosanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
9041,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0219372,[(2R)-2-hydroxy-3-({hydroxy[(2R)-3-[(18-methylicosanoyl)oxy]-2-(tricosanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-3-[(10-methyldodecanoyl)oxy]-2-[(16-methylheptadecanoyl)oxy]propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
9042,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0231233,[(2S)-3-({[(2R)-2-(heptadecanoyloxy)-3-(pentadecanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-3-[(18-methylnonadecanoyl)oxy]-2-(tricosanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
9043,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0227581,[(2R)-2-hydroxy-3-({hydroxy[(2R)-3-[(19-methylicosanoyl)oxy]-2-(pentacosanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(12-methyltetradecanoyl)oxy]-3-[(12-methyltridecanoyl)oxy]propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
9044,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0227572,[(2R)-3-({[(2R)-3-(henicosanoyloxy)-2-(pentacosanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-2-[(12-methyltetradecanoyl)oxy]-3-[(12-methyltridecanoyl)oxy]propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
9045,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0221937,[(2R)-2-hydroxy-3-({hydroxy[(2R)-3-[(20-methylhenicosanoyl)oxy]-2-(tetracosanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-3-[(11-methyldodecanoyl)oxy]-2-[(14-methylpentadecanoyl)oxy]propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
9046,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0227585,[(2R)-3-({[(2R)-3-(docosanoyloxy)-2-(tetracosanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-2-[(12-methyltetradecanoyl)oxy]-3-[(12-methyltridecanoyl)oxy]propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
9047,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0227577,[(2R)-2-hydroxy-3-({hydroxy[(2R)-3-[(18-methylicosanoyl)oxy]-2-(pentacosanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(12-methyltetradecanoyl)oxy]-3-[(12-methyltridecanoyl)oxy]propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
9048,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0228811,[(2R)-2-hydroxy-3-({hydroxy[(2R)-3-(icosanoyloxy)-2-(tricosanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-3-[(12-methyltridecanoyl)oxy]-2-(octadecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
368,3.07_145.0837m/z,145.0837,3.07,-0.063406508,86,uRPOS,HMDB0028725,Asparagylarginin,n/a,C10H20N6O4,288.1546031,M+2H,+,145.084578,6
369,3.07_145.0837m/z,145.0837,3.07,-0.063406508,86,uRPOS,HMDB0028704,(2S)-2-{[(2S)-2-amino-5-carbamimidamido-1-hydroxypentylidene]amino}-3-(C-hydroxycarbonimidoyl)propanoic acid,n/a,C10H20N6O4,288.1546031,M+2H,+,145.084578,6
370,5.88_145.1334m/z,145.1334,5.88,0.072092772,86,uHPOS,HMDB0000097,Choline,C00114,C5H14NO,104.1075391,M+ACN+H,+,145.134086,5
371,5.88_145.1334m/z,145.1334,5.88,0.072092772,86,uHPOS,HMDB0002284,N-Acetylcadaverine,n/a,C7H16N2O,144.1262631,M+H,+,145.133539,1
372,5.88_145.1334m/z,145.1334,5.88,0.072092772,86,uHPOS,HMDB0031667,Nor-psi-tropine,n/a,C7H13NO,127.099714,M+NH4,+,145.133537,1
373,5.88_145.1334m/z,145.1334,5.88,0.072092772,86,uHPOS,HMDB0145117,"1-(2-hydroxyethyl)-2,3,4,5-tetrahydropyridin-1-ium",n/a,C7H14NO,128.1069905,M+NH4,+,145.133537,1
374,5.88_145.1334m/z,145.1334,5.88,0.072092772,86,uHPOS,HMDB0031259,Neurine,n/a,C5H13NO,103.099714,M+ACN+H,+,145.133537,1
375,5.88_145.1334m/z,145.1334,5.88,0.072092772,86,uHPOS,HMDB0040030,1-(1-Pyrrolidinyl)-2-propanone,n/a,C7H13NO,127.099714,M+NH4,+,145.133537,1
376,5.88_145.1334m/z,145.1334,5.88,0.072092772,86,uHPOS,HMDB0012135,1-(3-Aminopropyl)-4-aminobutanal,n/a,C7H16N2O,144.1262631,M+H,+,145.133539,1
2551,4.25_251.1504m/z,251.1504,4.25,-0.097197361,86,uHPOS,HMDB0029189,5-Hydroxysebacate,n/a,C10H18O5,218.1154237,M+CH3OH+H,+,251.148913,6
2552,4.25_251.1504m/z,251.1504,4.25,-0.097197361,86,uHPOS,HMDB0000424,2-Hydroxydecanedioic acid,n/a,C10H18O5,218.1154237,M+CH3OH+H,+,251.148913,6
2553,4.25_251.1504m/z,251.1504,4.25,-0.097197361,86,uHPOS,HMDB0034750,Isopentyl beta-D-glucoside,n/a,C11H22O6,250.1416384,M+H,+,251.148914,6
2554,4.25_251.1504m/z,251.1504,4.25,-0.097197361,86,uHPOS,HMDB0158063,"[(2S,15S)-5-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-13-hydroxy-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-14-yl]oxidanyl",n/a,C25H39O9,483.2594078,M+H+NH4,+,251.150254,1
2555,4.25_251.1504m/z,251.1504,4.25,-0.097197361,86,uHPOS,HMDB0041809,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol,C19574,C10H15N3O2,209.1164267,M+ACN+H,+,251.15025,1
2556,4.25_251.1504m/z,251.1504,4.25,-0.097197361,86,uHPOS,HMDB0158067,"[(2S,15S)-5-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-15-(hydroxymethyl)-2-methyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-14-yl]oxidanyl",n/a,C25H39O9,483.2594078,M+H+NH4,+,251.150254,1
2557,4.25_251.1504m/z,251.1504,4.25,-0.097197361,86,uHPOS,HMDB0158060,"[(2R,15S)-5-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-8-hydroxy-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-14-yl]oxidanyl",n/a,C25H39O9,483.2594078,M+H+NH4,+,251.150254,1
2558,4.25_251.1504m/z,251.1504,4.25,-0.097197361,86,uHPOS,HMDB0158061,"[(2R,15S)-8-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-5-hydroxy-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-14-yl]oxidanyl",n/a,C25H39O9,483.2594078,M+H+NH4,+,251.150254,1
2559,4.25_251.1504m/z,251.1504,4.25,-0.097197361,86,uHPOS,HMDB0158065,"[(2R,15S)-5-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-2-(hydroxymethyl)-15-methyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-14-yl]oxidanyl",n/a,C25H39O9,483.2594078,M+H+NH4,+,251.150254,1
2560,4.25_251.1504m/z,251.1504,4.25,-0.097197361,86,uHPOS,HMDB0000350,3-Hydroxysebacic acid,n/a,C10H18O5,218.1154237,M+CH3OH+H,+,251.148913,6
3148,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0061976,"dibenzyl-2,3,5-trioxabicyclo[2.1.0]pentane",n/a,C16H14O3,254.0942943,M+ACN+H,+,296.128117,7
3149,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0028737,Asparaginyl-Methionine,n/a,C9H17N3O4S,263.0939767,M+CH3OH+H,+,296.127466,5
3150,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0168795,"3,4,5-trihydroxy-6-{[(3Z)-5-hydroxy-4,8-dimethyl-1-(2-methyl-3-{[(2-oxo-2H-chromen-7-yl)oxy]methyl}oxiran-2-yl)nona-3,7-dien-2-yl]oxy}oxane-2-carboxylic acid",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3151,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0148771,"3,4,5-trihydroxy-6-{[6-(3-hydroxy-3-methylbutanoyl)-8,8-dimethyl-2-oxo-4-pentyl-2H,8H-pyrano[2,3-f]chromen-5-yl]oxy}oxane-2-carboxylic acid",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3152,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0134789,"3-hydroxy-1-methyl-4,5-diphenylpiperidine-2,6-dione",n/a,C18H17NO3,295.1208434,M+H,+,296.128119,7
3153,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0177556,"11-{[3,5-dihydroxy-4-(sulfooxy)oxan-2-yl]oxy}-14-ethoxy-7,10-dimethyl-4-(propan-2-yl)-3-oxatetracyclo[8.5.0.0²,⁴.0²,⁷]pentadec-12-ene-13-carboxylic acid",n/a,C27H42O12S,590.239698,M+2H,+,296.127125,4
3154,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0028825,Glutamylmethionine,n/a,C10H18N2O5S,278.0936429,M+NH4,+,296.127466,5
3155,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0000855,Nicotinamide riboside,C03150,C11H15N2O5,255.0980966,M+ACN+H,+,296.124644,4
3156,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0148772,"3,4,5-trihydroxy-6-{[4-(4-hydroxypentyl)-8,8-dimethyl-6-(3-methylbutanoyl)-2-oxo-2H,8H-pyrano[2,3-f]chromen-5-yl]oxy}oxane-2-carboxylic acid",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3157,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0147051,"3,4,5-trihydroxy-6-{[4-(5-hydroxypentyl)-8,8-dimethyl-6-(2-methylbutanoyl)-2-oxo-2H,8H-pyrano[2,3-f]chromen-5-yl]oxy}oxane-2-carboxylic acid",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3158,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0168807,"6-{[(2E,6Z)-9-(3,3-dimethyloxiran-2-yl)-8-hydroxy-3,7-dimethyl-1-[(2-oxo-2H-chromen-7-yl)oxy]nona-2,6-dien-5-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3159,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0030342,Platydesminium,n/a,C16H20NO3,274.1443185,M+Na,+,296.126261,1
3160,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0170782,"[5-(hydroxymethyl)-5-methyl-6-oxa-17-azatetracyclo[8.7.0.0²,⁷.0¹¹,¹⁶]heptadeca-1,3,7,9,11,13,15-heptaen-8-yl]methanol",n/a,C18H17NO3,295.1208434,M+H,+,296.128119,7
3161,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0061248,2-{[(2-formylphenyl)(hydroxy)methylidene]amino}-4-(C-hydroxycarbonimidoyl)butanoic acid,n/a,C13H14N2O5,278.0902716,M+NH4,+,296.124095,6
3162,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0170255,"18-(acetyloxy)-7-(hydroxymethyl)-13,20-dimethoxy-4,17,22,22-tetramethyl-11-oxo-5,10,21,23-tetraoxahexacyclo[18.2.1.0¹,¹⁷.0⁴,¹⁶.0⁶,¹⁴.0⁸,¹²]tricosa-6(14),7,12-trien-2-yl acetate",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3163,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0170253,"18-(acetyloxy)-17-(hydroxymethyl)-13,20-dimethoxy-4,7,22,22-tetramethyl-11-oxo-5,10,21,23-tetraoxahexacyclo[18.2.1.0¹,¹⁷.0⁴,¹⁶.0⁶,¹⁴.0⁸,¹²]tricosa-6(14),7,12-trien-2-yl acetate",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3164,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0029445,L-Agaridoxin,n/a,C11H14N2O5,254.0902716,M+ACN+H,+,296.124095,6
3165,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0170257,"18-(acetyloxy)-13,20-dimethoxy-4,7,17,22,22-pentamethyl-11-oxo-5,10,21,23-tetraoxahexacyclo[18.2.1.0¹,¹⁷.0⁴,¹⁶.0⁶,¹⁴.0⁸,¹²]tricosa-6(14),7,12-trien-2-yl 2-hydroxyacetate",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3166,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0168789,"6-{[(6Z)-5,8-dihydroxy-2,6,10-trimethyl-12-[(2-oxo-2H-chromen-7-yl)oxy]dodeca-2,6,10-trien-4-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3167,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0060551,Norfluoxetine,n/a,C16H16F3NO,295.1183988,M+H,+,296.125675,1
3168,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0170252,"18-(acetyloxy)-22-(hydroxymethyl)-13,20-dimethoxy-4,7,17,22-tetramethyl-11-oxo-5,10,21,23-tetraoxahexacyclo[18.2.1.0¹,¹⁷.0⁴,¹⁶.0⁶,¹⁴.0⁸,¹²]tricosa-6(14),7,12-trien-2-yl acetate",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3169,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0148779,"3,4,5-trihydroxy-6-{[4-(5-hydroxypentyl)-8,8-dimethyl-6-(3-methylbutanoyl)-2-oxo-2H,8H-pyrano[2,3-f]chromen-5-yl]oxy}oxane-2-carboxylic acid",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3170,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0170256,"2-(acetyloxy)-13,20-dimethoxy-4,7,17,22,22-pentamethyl-11-oxo-5,10,21,23-tetraoxahexacyclo[18.2.1.0¹,¹⁷.0⁴,¹⁶.0⁶,¹⁴.0⁸,¹²]tricosa-6(14),7,12-trien-18-yl 2-hydroxyacetate",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3171,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0135610,(2E)-3-(3-hydroxyphenyl)-1-(4-methoxyphenyl)prop-2-en-1-one,n/a,C16H14O3,254.0942943,M+ACN+H,+,296.128117,7
3172,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0168761,"6-{[(6Z,10E)-8,9-dihydroxy-2,6,10-trimethyl-12-[(2-oxo-2H-chromen-7-yl)oxy]dodeca-2,6,10-trien-5-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3173,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0135232,2-hydroxy-4-(prop-2-en-1-yl)phenyl benzoate,n/a,C16H14O3,254.0942943,M+ACN+H,+,296.128117,7
3174,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0034367,N-gamma-L-Glutamyl-L-methionine,n/a,C10H18N2O5S,278.0936429,M+NH4,+,296.127466,5
3175,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0168791,"6-{[(6Z,10E)-4,8-dihydroxy-2,6,10-trimethyl-12-[(2-oxo-2H-chromen-7-yl)oxy]dodeca-2,6,10-trien-5-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3176,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0029155,N-gamma-L-Glutamyl-L-methionine,n/a,C10H18N2O5S,278.0936429,M+NH4,+,296.127466,5
3177,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0030350,Dehydroanonaine,n/a,C17H13NO2,263.0946287,M+CH3OH+H,+,296.128118,7
3178,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0168772,"3,4,5-trihydroxy-6-{[(2E,6Z)-8-hydroxy-7-(hydroxymethyl)-3,11-dimethyl-1-[(2-oxo-2H-chromen-7-yl)oxy]dodeca-2,6,10-trien-5-yl]oxy}oxane-2-carboxylic acid",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3179,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0147376,"2-Methyl-3-phenyl-7-hydroxy-2,3-dihydro-4H-1-benzopyran-4-one",n/a,C16H14O3,254.0942943,M+ACN+H,+,296.128117,7
3180,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0013161,2-Hexenoylcarnitine,n/a,C13H23NO4,257.1627082,M+K,+,296.125866,0
3181,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0148774,"6-{[12,12-dimethyl-9-(3-methylbutanoyl)-4-oxo-6-pentyl-3,11,14-trioxatetracyclo[8.5.0.0²,⁷.0¹³,¹⁵]pentadeca-1,5,7,9-tetraen-8-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3182,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0168801,"3,4,5-trihydroxy-6-{[(3E)-1-[3-(1-hydroxy-4-methylpent-3-en-1-yl)-3-methyloxiran-2-yl]-3-methyl-5-[(2-oxo-2H-chromen-7-yl)oxy]pent-3-en-1-yl]oxy}oxane-2-carboxylic acid",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3183,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0148777,"3,4,5-trihydroxy-6-{[6-(4-hydroxy-3-methylbutanoyl)-8,8-dimethyl-2-oxo-4-pentyl-2H,8H-pyrano[2,3-f]chromen-5-yl]oxy}oxane-2-carboxylic acid",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3184,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0168756,"6-[(7-{[(2E,6Z)-5,8-dihydroxy-3,7,11-trimethyldodeca-2,6,10-trien-1-yl]oxy}-2-oxo-2H-chromen-6-yl)oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3185,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0148767,"3,4,5-trihydroxy-6-{[8-(hydroxymethyl)-8-methyl-6-(3-methylbutanoyl)-2-oxo-4-pentyl-2H,8H-pyrano[2,3-f]chromen-5-yl]oxy}oxane-2-carboxylic acid",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3186,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0060670,2-Hydroxyfelbamate,C16582,C11H14N2O5,254.0902716,M+ACN+H,+,296.124095,6
3187,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0061247,4-{[(2-formylphenyl)(hydroxy)methylidene]amino}-4-(C-hydroxycarbonimidoyl)butanoic acid,n/a,C13H14N2O5,278.0902716,M+NH4,+,296.124095,6
3188,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0168802,"3,4,5-trihydroxy-6-[(1-{3-[(3E)-1-hydroxy-3-methyl-5-[(2-oxo-2H-chromen-7-yl)oxy]pent-3-en-1-yl]-2-methyloxiran-2-yl}-4-methylpent-3-en-1-yl)oxy]oxane-2-carboxylic acid",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3189,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0135413,(2E)-1-(4-hydroxy-3-methoxyphenyl)-3-phenylprop-2-en-1-one,n/a,C16H14O3,254.0942943,M+ACN+H,+,296.128117,7
3190,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0135608,(2E)-1-(2-hydroxy-4-methoxyphenyl)-3-phenylprop-2-en-1-one,n/a,C16H14O3,254.0942943,M+ACN+H,+,296.128117,7
3191,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0147595,7-Methoxyisoflavanone,n/a,C16H14O3,254.0942943,M+ACN+H,+,296.128117,7
3192,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0168785,"6-{[(2E,6Z,10E)-1,8-dihydroxy-2,6,10-trimethyl-12-[(2-oxo-2H-chromen-7-yl)oxy]dodeca-2,6,10-trien-5-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3193,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0039873,2-Naphthalenol 2-aminobenzoate,n/a,C17H13NO2,263.0946287,M+CH3OH+H,+,296.128118,7
3194,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0168784,"6-{[(2E,6Z,10E)-8,12-dihydroxy-3,7,11-trimethyl-1-[(2-oxo-2H-chromen-7-yl)oxy]dodeca-2,6,10-trien-5-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3195,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0148769,"3,4,5-trihydroxy-6-{[4-(1-hydroxypentyl)-8,8-dimethyl-6-(3-methylbutanoyl)-2-oxo-2H,8H-pyrano[2,3-f]chromen-5-yl]oxy}oxane-2-carboxylic acid",n/a,C30H38O12,590.2363267,M+2H,+,296.125439,2
3196,1.54_296.1259m/z,296.1259,1.54,-0.097199555,86,uRPOS,HMDB0038834,(2E)-Piperamide-C5:1,n/a,C16H19NO3,273.1364935,M+Na,+,296.125711,1
